year,level_1,level_2,level_3,level_4,value
2015,Males,75 - 79,Bedok- Total,Frankel,380
2015,Males,75 - 79,Bedok- Total,Kaki Bukit,360
2015,Males,75 - 79,Bedok- Total,Kembangan,440
2015,Males,75 - 79,Bedok- Total,Siglap,140
2015,Males,75 - 79,Bishan- Total,Bishan East,310
2015,Males,75 - 79,Bishan- Total,Marymount,240
2015,Males,75 - 79,Bishan- Total,Upper Thomson,420
2015,Males,75 - 79,Bukit Batok- Total,Bukit Batok Central,230
2015,Males,75 - 79,Bukit Batok- Total,Bukit Batok East,120
2015,Males,75 - 79,Bukit Batok- Total,Bukit Batok South,70
2015,Males,75 - 79,Bukit Batok- Total,Bukit Batok West,110
2015,Males,75 - 79,Bukit Batok- Total,Gombak,90
2015,Males,75 - 79,Bukit Batok- Total,Guilin,90
2015,Males,75 - 79,Bukit Batok- Total,Hillview,140
2015,Males,75 - 79,Bukit Batok- Total,Hong Kah North,210
2015,Males,75 - 79,Bukit Merah- Total,Alexandra Hill,270
2015,Males,75 - 79,Bukit Merah- Total,Alexandra North,10
2015,Males,75 - 79,Bukit Merah- Total,Bukit Ho Swee,260
2015,Males,75 - 79,Bukit Merah- Total,Bukit Merah,20
2015,Males,75 - 79,Bukit Merah- Total,Depot Road,50
2015,Males,75 - 79,Bukit Merah- Total,Everton Park,140
2015,Males,75 - 79,Bukit Merah- Total,Henderson Hill,250
2015,Males,75 - 79,Bukit Merah- Total,Kampong Tiong Bahru,230
2015,Males,75 - 79,Bukit Merah- Total,Maritime Square,20
2015,Males,75 - 79,Bukit Merah- Total,Redhill,160
2015,Males,75 - 79,Bukit Merah- Total,Telok Blangah Drive,260
2015,Males,75 - 79,Bukit Merah- Total,Telok Blangah Rise,220
2015,Males,75 - 79,Bukit Merah- Total,Telok Blangah Way,180
2015,Males,75 - 79,Bukit Merah- Total,Tiong Bahru,180
2015,Males,75 - 79,Bukit Merah- Total,Tiong Bahru Station,250
2015,Males,75 - 79,Bukit Panjang- Total,Bangkit,220
2015,Males,75 - 79,Bukit Panjang- Total,Dairy Farm,30
2015,Males,75 - 79,Bukit Panjang- Total,Fajar,160
2015,Males,75 - 79,Bukit Panjang- Total,Jelebu,260
2015,Males,75 - 79,Bukit Panjang- Total,Nature Reserve,30
2015,Males,75 - 79,Bukit Panjang- Total,Saujana,90
2015,Males,75 - 79,Bukit Panjang- Total,Senja,110
2015,Males,75 - 79,Bukit Timah- Total,Anak Bukit,250
2015,Males,75 - 79,Bukit Timah- Total,Coronation Road,90
2015,Males,75 - 79,Bukit Timah- Total,Farrer Court,60
2015,Males,75 - 79,Bukit Timah- Total,Hillcrest,110
2015,Males,75 - 79,Bukit Timah- Total,Holland Road,110
2015,Males,75 - 79,Bukit Timah- Total,Leedon Park,60
2015,Males,75 - 79,Bukit Timah- Total,Swiss Club,60
2015,Males,75 - 79,Bukit Timah- Total,Ulu Pandan,120
2015,Males,75 - 79,Changi- Total,Changi Point,10
2015,Males,75 - 79,Choa Chu Kang- Total,Choa Chu Kang Central,140
2015,Males,75 - 79,Choa Chu Kang- Total,Choa Chu Kang North,150
2015,Males,75 - 79,Choa Chu Kang- Total,Keat Hong,80
2015,Males,75 - 79,Choa Chu Kang- Total,Peng Siang,170
2015,Males,75 - 79,Choa Chu Kang- Total,Teck Whye,230
2015,Males,75 - 79,Choa Chu Kang- Total,Yew Tee,210
2015,Males,75 - 79,Clementi- Total,Clementi Central,200
2015,Males,75 - 79,Clementi- Total,Clementi North,460
2015,Males,75 - 79,Clementi- Total,Clementi West,180
2015,Males,75 - 79,Clementi- Total,Clementi Woods,210
2015,Males,75 - 79,Clementi- Total,Faber,40
2015,Males,75 - 79,Clementi- Total,Sunset Way,80
2015,Males,75 - 79,Clementi- Total,West Coast,50
2015,Males,75 - 79,Downtown Core- Total,Bugis,50
2015,Males,75 - 79,Geylang- Total,Aljunied,520
2015,Males,75 - 79,Geylang- Total,Geylang East,430
2015,Males,75 - 79,Geylang- Total,Kampong Ubi,90
2015,Males,75 - 79,Geylang- Total,Macpherson,420
2015,Males,75 - 79,Hougang- Total,Hougang Central,40
2015,Males,75 - 79,Hougang- Total,Hougang East,160
2015,Males,75 - 79,Hougang- Total,Hougang West,400
2015,Males,75 - 79,Hougang- Total,Kangkar,300
2015,Males,75 - 79,Hougang- Total,Kovan,250
2015,Males,75 - 79,Hougang- Total,Lorong Ah Soo,430
2015,Males,75 - 79,Hougang- Total,Tai Seng,200
2015,Males,75 - 79,Hougang- Total,Trafalgar,340
2015,Males,75 - 79,Jurong East- Total,Lakeside,20
2015,Males,75 - 79,Jurong East- Total,Teban Gardens,200
2015,Males,75 - 79,Jurong East- Total,Toh Guan,80
2015,Males,75 - 79,Jurong East- Total,Yuhua East,280
2015,Males,75 - 79,Jurong East- Total,Yuhua West,180
2015,Males,75 - 79,Jurong West- Total,Boon Lay Place,240
2015,Males,75 - 79,Jurong West- Total,Hong Kah,500
2015,Males,75 - 79,Jurong West- Total,Jurong West Central,290
2015,Males,75 - 79,Jurong West- Total,Taman Jurong,240
2015,Males,75 - 79,Jurong West- Total,Wenya,30
2015,Males,75 - 79,Jurong West- Total,Yunnan,390
2015,Males,75 - 79,Kallang- Total,Bendemeer,480
2015,Males,75 - 79,Kallang- Total,Boon Keng,160
2015,Males,75 - 79,Kallang- Total,Crawford,280
2015,Males,75 - 79,Kallang- Total,Geylang Bahru,220
2015,Males,75 - 79,Kallang- Total,Kampong Bugis,10
2015,Males,75 - 79,Kallang- Total,Kampong Java,180
2015,Males,75 - 79,Kallang- Total,Lavender,170
2015,Males,75 - 79,Kallang- Total,Tanjong Rhu,90
2015,Males,75 - 79,Mandai- Total,Mandai Estate,20
2015,Males,75 - 79,Marine Parade- Total,Katong,110
2015,Males,75 - 79,Marine Parade- Total,Marine Parade,510
2015,Males,75 - 79,Marine Parade- Total,Mountbatten,110
2015,Males,75 - 79,Newton- Total,Cairnhill,30
2015,Males,75 - 79,Newton- Total,Goodwood Park,10
2015,Males,75 - 79,Newton- Total,Monk's Hill,10
2015,Males,75 - 79,Newton- Total,Orange Grove,20
2015,Males,75 - 79,Novena- Total,Balestier,430
2015,Males,75 - 79,Novena- Total,Dunearn,60
2015,Males,75 - 79,Novena- Total,Malcolm,20
2015,Males,75 - 79,Novena- Total,Moulmein,70
2015,Males,75 - 79,Novena- Total,Mount Pleasant,10
2015,Males,75 - 79,Orchard- Total,Boulevard,10
2015,Males,75 - 79,Orchard- Total,Tanglin,10
2015,Males,75 - 79,Outram- Total,China Square,30
2015,Males,75 - 79,Outram- Total,Chinatown,170
2015,Males,75 - 79,Outram- Total,Pearl's Hill,200
2015,Males,75 - 79,Outram- Total,People's Park,10
2015,Males,75 - 79,Pasir Ris- Total,Flora Drive,100
2015,Males,75 - 79,Pasir Ris- Total,Loyang East,20
2015,Males,75 - 79,Pasir Ris- Total,Loyang West,20
2015,Males,75 - 79,Pasir Ris- Total,Pasir Ris Central,130
2015,Males,75 - 79,Pasir Ris- Total,Pasir Ris Drive,330
2015,Males,75 - 79,Pasir Ris- Total,Pasir Ris Park,10
2015,Males,75 - 79,Pasir Ris- Total,Pasir Ris West,190
2015,Males,75 - 79,Punggol- Total,Matilda,110
2015,Males,75 - 79,Punggol- Total,Northshore,10
2015,Males,75 - 79,Punggol- Total,Punggol Field,230
2015,Males,75 - 79,Punggol- Total,Punggol Town Centre,20
2015,Males,75 - 79,Punggol- Total,Waterway East,100
2015,Males,75 - 79,Queenstown- Total,Commonwealth,150
2015,Males,75 - 79,Queenstown- Total,Dover,190
2015,Males,75 - 79,Queenstown- Total,Ghim Moh,230
2015,Males,75 - 79,Queenstown- Total,Holland Drive,290
2015,Males,75 - 79,Queenstown- Total,Kent Ridge,10
2015,Males,75 - 79,Queenstown- Total,Margaret Drive,120
2015,Males,75 - 79,Queenstown- Total,Mei Chin,260
2015,Males,75 - 79,Queenstown- Total,Pasir Panjang 1,30
2015,Males,75 - 79,Queenstown- Total,Pasir Panjang 2,20
2015,Males,75 - 79,Queenstown- Total,Tanglin Halt,230
2015,Males,75 - 79,River Valley- Total,Institution Hill,20
2015,Males,75 - 79,River Valley- Total,Leonie Hill,20
2015,Males,75 - 79,River Valley- Total,One Tree Hill,20
2015,Males,75 - 79,River Valley- Total,Oxley,20
2015,Males,75 - 79,Rochor- Total,Bencoolen,20
2015,Males,75 - 79,Rochor- Total,Farrer Park,50
2015,Males,75 - 79,Rochor- Total,Little India,70
2015,Males,75 - 79,Rochor- Total,Mount Emily,10
2015,Males,75 - 79,Rochor- Total,Sungei Road,50
2015,Males,75 - 79,Rochor- Total,Victoria,40
2015,Males,75 - 79,Sembawang- Total,Admiralty,80
2015,Males,75 - 79,Sembawang- Total,Sembawang Central,130
2015,Males,75 - 79,Sembawang- Total,Sembawang North,110
2015,Males,75 - 79,Sembawang- Total,Sembawang Springs,50
2015,Males,75 - 79,Sembawang- Total,Sembawang Straits,20
2015,Males,75 - 79,Sengkang- Total,Anchorvale,180
2015,Males,75 - 79,Sengkang- Total,Compassvale,100
2015,Males,75 - 79,Sengkang- Total,Fernvale,180
2015,Males,75 - 79,Sengkang- Total,Rivervale,300
2015,Males,75 - 79,Sengkang- Total,Sengkang Town Centre,270
2015,Males,75 - 79,Serangoon- Total,Lorong Chuan,80
2015,Males,75 - 79,Serangoon- Total,Seletar Hills,170
2015,Males,75 - 79,Serangoon- Total,Serangoon Central,300
2015,Males,75 - 79,Serangoon- Total,Serangoon Garden,470
2015,Males,75 - 79,Serangoon- Total,Serangoon North,110
2015,Males,75 - 79,Serangoon- Total,Upper Paya Lebar,180
2015,Males,75 - 79,Singapore River- Total,Robertson Quay,10
2015,Males,75 - 79,Southern Islands- Total,Sentosa,10
2015,Males,75 - 79,Sungei Kadut- Total,Gali Batu,10
2015,Males,75 - 79,Sungei Kadut- Total,Turf Club,20
2015,Males,75 - 79,Tampines- Total,Simei,320
2015,Males,75 - 79,Tampines- Total,Tampines East,960
2015,Males,75 - 79,Tampines- Total,Tampines West,540
2015,Males,75 - 79,Tampines- Total,Xilin,10
2015,Males,75 - 79,Tanglin- Total,Chatsworth,50
2015,Males,75 - 79,Tanglin- Total,Nassim,70
2015,Males,75 - 79,Tanglin- Total,Ridout,10
2015,Males,75 - 79,Tanglin- Total,Tyersall,40
2015,Males,75 - 79,Toa Payoh- Total,Boon Teck,270
2015,Males,75 - 79,Toa Payoh- Total,Braddell,160
2015,Males,75 - 79,Toa Payoh- Total,Joo Seng,100
2015,Males,75 - 79,Toa Payoh- Total,Kim Keat,140
2015,Males,75 - 79,Toa Payoh- Total,Lorong 8 Toa Payoh,160
2015,Males,75 - 79,Toa Payoh- Total,Pei Chun,210
2015,Males,75 - 79,Toa Payoh- Total,Potong Pasir,160
2015,Males,75 - 79,Toa Payoh- Total,Sennett,70
2015,Males,75 - 79,Toa Payoh- Total,Toa Payoh Central,390
2015,Males,75 - 79,Toa Payoh- Total,Toa Payoh West,260
2015,Males,75 - 79,Toa Payoh- Total,Woodleigh,10
2015,Males,75 - 79,Woodlands- Total,Midview,170
2015,Males,75 - 79,Woodlands- Total,North Coast,150
2015,Males,75 - 79,Woodlands- Total,Woodgrove,170
2015,Males,75 - 79,Woodlands- Total,Woodlands East,380
2015,Males,75 - 79,Woodlands- Total,Woodlands South,180
2015,Males,75 - 79,Woodlands- Total,Woodlands West,340
2015,Males,75 - 79,Yishun- Total,Khatib,70
2015,Males,75 - 79,Yishun- Total,Lower Seletar,10
2015,Males,75 - 79,Yishun- Total,Nee Soon,10
2015,Males,75 - 79,Yishun- Total,Northland,210
2015,Males,75 - 79,Yishun- Total,Springleaf,40
2015,Males,75 - 79,Yishun- Total,Yishun East,260
2015,Males,75 - 79,Yishun- Total,Yishun South,310
2015,Males,75 - 79,Yishun- Total,Yishun West,530
2015,Males,80 - 84,Ang Mo Kio- Total,Ang Mo Kio Town Centre,20
2015,Males,80 - 84,Ang Mo Kio- Total,Cheng San,200
2015,Males,80 - 84,Ang Mo Kio- Total,Chong Boon,230
2015,Males,80 - 84,Ang Mo Kio- Total,Kebun Bahru,230
2015,Males,80 - 84,Ang Mo Kio- Total,Sembawang Hills,50
2015,Males,80 - 84,Ang Mo Kio- Total,Shangri-La,170
2015,Males,80 - 84,Ang Mo Kio- Total,Tagore,60
2015,Males,80 - 84,Ang Mo Kio- Total,Townsville,190
2015,Males,80 - 84,Ang Mo Kio- Total,Yio Chu Kang East,20
2015,Males,80 - 84,Ang Mo Kio- Total,Yio Chu Kang West,160
2015,Males,80 - 84,Bedok- Total,Bayshore,30
2015,Males,80 - 84,Bedok- Total,Bedok North,610
2015,Males,80 - 84,Bedok- Total,Bedok Reservoir,80
2015,Males,80 - 84,Bedok- Total,Bedok South,410
2015,Males,80 - 84,Bedok- Total,Frankel,250
2015,Males,80 - 84,Bedok- Total,Kaki Bukit,180
2015,Males,80 - 84,Bedok- Total,Kembangan,280
2015,Males,80 - 84,Bedok- Total,Siglap,80
2015,Males,80 - 84,Bishan- Total,Bishan East,160
2015,Males,80 - 84,Bishan- Total,Marymount,100
2015,Males,80 - 84,Bishan- Total,Upper Thomson,270
2015,Males,80 - 84,Bukit Batok- Total,Bukit Batok Central,110
2015,Males,80 - 84,Bukit Batok- Total,Bukit Batok East,60
2015,Males,80 - 84,Bukit Batok- Total,Bukit Batok South,30
2015,Males,80 - 84,Bukit Batok- Total,Bukit Batok West,70
2015,Males,80 - 84,Bukit Batok- Total,Gombak,60
2015,Males,80 - 84,Bukit Batok- Total,Guilin,50
2015,Males,80 - 84,Bukit Batok- Total,Hillview,70
2015,Males,80 - 84,Bukit Batok- Total,Hong Kah North,120
2015,Males,80 - 84,Bukit Merah- Total,Alexandra Hill,170
2015,Males,80 - 84,Bukit Merah- Total,Bukit Ho Swee,150
2015,Males,80 - 84,Bukit Merah- Total,Bukit Merah,10
2015,Males,80 - 84,Bukit Merah- Total,Depot Road,30
2015,Males,80 - 84,Bukit Merah- Total,Everton Park,80
2015,Males,80 - 84,Bukit Merah- Total,Henderson Hill,150
2015,Males,80 - 84,Bukit Merah- Total,Kampong Tiong Bahru,110
2015,Males,80 - 84,Bukit Merah- Total,Maritime Square,10
2015,Males,80 - 84,Bukit Merah- Total,Redhill,90
2015,Males,80 - 84,Bukit Merah- Total,Telok Blangah Drive,180
2015,Males,80 - 84,Bukit Merah- Total,Telok Blangah Rise,130
2015,Males,80 - 84,Bukit Merah- Total,Telok Blangah Way,110
2015,Males,80 - 84,Bukit Merah- Total,Tiong Bahru,100
2015,Males,80 - 84,Bukit Merah- Total,Tiong Bahru Station,160
2015,Males,80 - 84,Bukit Panjang- Total,Bangkit,130
2015,Males,80 - 84,Bukit Panjang- Total,Dairy Farm,20
2015,Males,80 - 84,Bukit Panjang- Total,Fajar,90
2015,Males,80 - 84,Bukit Panjang- Total,Jelebu,150
2015,Males,80 - 84,Bukit Panjang- Total,Nature Reserve,20
2015,Males,80 - 84,Bukit Panjang- Total,Saujana,60
2015,Males,80 - 84,Bukit Panjang- Total,Senja,60
2015,Males,80 - 84,Bukit Timah- Total,Anak Bukit,160
2015,Males,80 - 84,Bukit Timah- Total,Coronation Road,50
2015,Males,80 - 84,Bukit Timah- Total,Farrer Court,50
2015,Males,80 - 84,Bukit Timah- Total,Hillcrest,70
2015,Males,80 - 84,Bukit Timah- Total,Holland Road,60
2015,Males,80 - 84,Bukit Timah- Total,Leedon Park,40
2015,Males,80 - 84,Bukit Timah- Total,Swiss Club,50
2015,Males,80 - 84,Bukit Timah- Total,Ulu Pandan,80
2015,Males,80 - 84,Changi- Total,Changi Point,10
2015,Males,80 - 84,Choa Chu Kang- Total,Choa Chu Kang Central,50
2015,Males,80 - 84,Choa Chu Kang- Total,Choa Chu Kang North,100
2015,Males,80 - 84,Choa Chu Kang- Total,Keat Hong,40
2015,Males,80 - 84,Choa Chu Kang- Total,Peng Siang,110
2015,Males,80 - 84,Choa Chu Kang- Total,Teck Whye,140
2015,Males,80 - 84,Choa Chu Kang- Total,Yew Tee,100
2015,Males,80 - 84,Clementi- Total,Clementi Central,90
2015,Males,80 - 84,Clementi- Total,Clementi North,240
2015,Males,80 - 84,Clementi- Total,Clementi West,90
2015,Males,80 - 84,Clementi- Total,Clementi Woods,100
2015,Males,80 - 84,Clementi- Total,Faber,30
2015,Males,80 - 84,Clementi- Total,Sunset Way,40
2015,Males,80 - 84,Clementi- Total,West Coast,10
2015,Males,80 - 84,Downtown Core- Total,Bugis,20
2015,Males,80 - 84,Geylang- Total,Aljunied,320
2015,Males,80 - 84,Geylang- Total,Geylang East,250
2015,Males,80 - 84,Geylang- Total,Kampong Ubi,50
2015,Males,80 - 84,Geylang- Total,Macpherson,300
2015,Males,80 - 84,Hougang- Total,Hougang Central,30
2015,Males,80 - 84,Hougang- Total,Hougang East,70
2015,Males,80 - 84,Hougang- Total,Hougang West,210
2015,Males,80 - 84,Hougang- Total,Kangkar,140
2015,Males,80 - 84,Hougang- Total,Kovan,140
2015,Males,80 - 84,Hougang- Total,Lorong Ah Soo,250
2015,Males,80 - 84,Hougang- Total,Tai Seng,140
2015,Males,80 - 84,Hougang- Total,Trafalgar,220
2015,Males,80 - 84,Jurong East- Total,Lakeside,10
2015,Males,80 - 84,Jurong East- Total,Teban Gardens,90
2015,Males,80 - 84,Jurong East- Total,Toh Guan,60
2015,Males,80 - 84,Jurong East- Total,Yuhua East,150
2015,Males,80 - 84,Jurong East- Total,Yuhua West,120
2015,Males,80 - 84,Jurong West- Total,Boon Lay Place,130
2015,Males,80 - 84,Jurong West- Total,Hong Kah,270
2015,Males,80 - 84,Jurong West- Total,Jurong West Central,130
2015,Males,80 - 84,Jurong West- Total,Taman Jurong,140
2015,Males,80 - 84,Jurong West- Total,Wenya,20
2015,Males,80 - 84,Jurong West- Total,Yunnan,160
2015,Males,80 - 84,Kallang- Total,Bendemeer,270
2015,Males,80 - 84,Kallang- Total,Boon Keng,90
2015,Males,80 - 84,Kallang- Total,Crawford,170
2015,Males,80 - 84,Kallang- Total,Geylang Bahru,140
2015,Males,80 - 84,Kallang- Total,Kampong Bugis,10
2015,Males,80 - 84,Kallang- Total,Kampong Java,90
2015,Males,80 - 84,Kallang- Total,Lavender,110
2015,Males,80 - 84,Kallang- Total,Tanjong Rhu,50
2015,Males,80 - 84,Mandai- Total,Mandai Estate,10
2015,Males,80 - 84,Marine Parade- Total,Katong,70
2015,Males,80 - 84,Marine Parade- Total,Marine Parade,300
2015,Males,80 - 84,Marine Parade- Total,Mountbatten,70
2015,Males,80 - 84,Newton- Total,Cairnhill,30
2015,Males,80 - 84,Newton- Total,Monk's Hill,10
2015,Males,80 - 84,Newton- Total,Orange Grove,10
2015,Males,80 - 84,Novena- Total,Balestier,280
2015,Males,80 - 84,Novena- Total,Dunearn,40
2015,Males,80 - 84,Novena- Total,Malcolm,20
2015,Males,80 - 84,Novena- Total,Moulmein,50
2015,Males,80 - 84,Novena- Total,Mount Pleasant,10
2015,Males,80 - 84,Outram- Total,China Square,20
2015,Males,80 - 84,Outram- Total,Chinatown,100
2015,Males,80 - 84,Outram- Total,Pearl's Hill,120
2015,Males,80 - 84,Pasir Ris- Total,Flora Drive,60
2015,Males,80 - 84,Pasir Ris- Total,Loyang East,20
2015,Males,80 - 84,Pasir Ris- Total,Loyang West,20
2015,Males,80 - 84,Pasir Ris- Total,Pasir Ris Central,90
2015,Males,80 - 84,Pasir Ris- Total,Pasir Ris Drive,200
2015,Males,80 - 84,Pasir Ris- Total,Pasir Ris West,120
2015,Males,80 - 84,Punggol- Total,Matilda,60
2015,Males,80 - 84,Punggol- Total,Punggol Field,130
2015,Males,80 - 84,Punggol- Total,Punggol Town Centre,10
2015,Males,80 - 84,Punggol- Total,Waterway East,70
2015,Males,80 - 84,Queenstown- Total,Commonwealth,100
2015,Males,80 - 84,Queenstown- Total,Dover,80
2015,Males,80 - 84,Queenstown- Total,Ghim Moh,170
2015,Males,80 - 84,Queenstown- Total,Holland Drive,200
2015,Males,80 - 84,Queenstown- Total,Margaret Drive,80
2015,Males,80 - 84,Queenstown- Total,Mei Chin,160
2015,Males,80 - 84,Queenstown- Total,Pasir Panjang 1,20
2015,Males,80 - 84,Queenstown- Total,Pasir Panjang 2,10
2015,Males,80 - 84,Queenstown- Total,Tanglin Halt,150
2015,Males,80 - 84,River Valley- Total,Institution Hill,20
2015,Males,80 - 84,River Valley- Total,Leonie Hill,10
2015,Males,80 - 84,River Valley- Total,One Tree Hill,20
2015,Males,80 - 84,River Valley- Total,Oxley,10
2015,Males,80 - 84,Rochor- Total,Bencoolen,20
2015,Males,80 - 84,Rochor- Total,Farrer Park,30
2015,Males,80 - 84,Rochor- Total,Kampong Glam,10
2015,Males,80 - 84,Rochor- Total,Little India,50
2015,Males,80 - 84,Rochor- Total,Mount Emily,10
2015,Males,80 - 84,Rochor- Total,Selegie,10
2015,Males,80 - 84,Rochor- Total,Sungei Road,40
2015,Males,80 - 84,Rochor- Total,Victoria,20
2015,Males,80 - 84,Sembawang- Total,Admiralty,50
2015,Males,80 - 84,Sembawang- Total,Sembawang Central,80
2015,Males,80 - 84,Sembawang- Total,Sembawang North,50
2015,Males,80 - 84,Sembawang- Total,Sembawang Springs,40
2015,Males,80 - 84,Sembawang- Total,Sembawang Straits,10
2015,Males,80 - 84,Sengkang- Total,Anchorvale,70
2015,Males,80 - 84,Sengkang- Total,Compassvale,30
2015,Males,80 - 84,Sengkang- Total,Fernvale,90
2015,Males,80 - 84,Sengkang- Total,Rivervale,160
2015,Males,80 - 84,Sengkang- Total,Sengkang Town Centre,130
2015,Males,80 - 84,Serangoon- Total,Lorong Chuan,70
2015,Males,80 - 84,Serangoon- Total,Seletar Hills,100
2015,Males,80 - 84,Serangoon- Total,Serangoon Central,150
2015,Males,80 - 84,Serangoon- Total,Serangoon Garden,320
2015,Males,80 - 84,Serangoon- Total,Serangoon North,50
2015,Males,80 - 84,Serangoon- Total,Upper Paya Lebar,100
2015,Males,80 - 84,Sungei Kadut- Total,Turf Club,10
2015,Males,80 - 84,Tampines- Total,Simei,150
2015,Males,80 - 84,Tampines- Total,Tampines East,600
2015,Males,80 - 84,Tampines- Total,Tampines West,290
2015,Males,80 - 84,Tampines- Total,Xilin,10
2015,Males,80 - 84,Tanglin- Total,Chatsworth,30
2015,Males,80 - 84,Tanglin- Total,Nassim,50
2015,Males,80 - 84,Tanglin- Total,Ridout,20
2015,Males,80 - 84,Tanglin- Total,Tyersall,20
2015,Males,80 - 84,Toa Payoh- Total,Boon Teck,160
2015,Males,80 - 84,Toa Payoh- Total,Braddell,90
2015,Males,80 - 84,Toa Payoh- Total,Joo Seng,60
2015,Males,80 - 84,Toa Payoh- Total,Kim Keat,70
2015,Males,80 - 84,Toa Payoh- Total,Lorong 8 Toa Payoh,90
2015,Males,80 - 84,Toa Payoh- Total,Pei Chun,110
2015,Males,80 - 84,Toa Payoh- Total,Potong Pasir,90
2015,Males,80 - 84,Toa Payoh- Total,Sennett,60
2015,Males,80 - 84,Toa Payoh- Total,Toa Payoh Central,240
2015,Males,80 - 84,Toa Payoh- Total,Toa Payoh West,150
2015,Males,80 - 84,Toa Payoh- Total,Woodleigh,10
2015,Males,80 - 84,Woodlands- Total,Midview,110
2015,Males,80 - 84,Woodlands- Total,North Coast,90
2015,Males,80 - 84,Woodlands- Total,Woodgrove,120
2015,Males,80 - 84,Woodlands- Total,Woodlands East,200
2015,Males,80 - 84,Woodlands- Total,Woodlands South,80
2015,Males,80 - 84,Woodlands- Total,Woodlands West,180
2015,Males,80 - 84,Yishun- Total,Khatib,60
2015,Males,80 - 84,Yishun- Total,Nee Soon,10
2015,Males,80 - 84,Yishun- Total,Northland,90
2015,Males,80 - 84,Yishun- Total,Springleaf,20
2015,Males,80 - 84,Yishun- Total,Yishun Central,10
2015,Males,80 - 84,Yishun- Total,Yishun East,140
2015,Males,80 - 84,Yishun- Total,Yishun South,170
2015,Males,80 - 84,Yishun- Total,Yishun West,280
2015,Males,85 & Over,Ang Mo Kio- Total,Ang Mo Kio Town Centre,20
2015,Males,85 & Over,Ang Mo Kio- Total,Cheng San,110
2015,Males,85 & Over,Ang Mo Kio- Total,Chong Boon,140
2015,Males,85 & Over,Ang Mo Kio- Total,Kebun Bahru,110
2015,Males,85 & Over,Ang Mo Kio- Total,Sembawang Hills,50
2015,Males,85 & Over,Ang Mo Kio- Total,Shangri-La,90
2015,Males,85 & Over,Ang Mo Kio- Total,Tagore,40
2015,Males,85 & Over,Ang Mo Kio- Total,Townsville,130
2015,Males,85 & Over,Ang Mo Kio- Total,Yio Chu Kang East,20
2015,Males,85 & Over,Ang Mo Kio- Total,Yio Chu Kang West,80
2015,Males,85 & Over,Bedok- Total,Bayshore,30
2015,Males,85 & Over,Bedok- Total,Bedok North,370
2015,Males,85 & Over,Bedok- Total,Bedok Reservoir,60
2015,Males,85 & Over,Bedok- Total,Bedok South,270
2015,Males,85 & Over,Bedok- Total,Frankel,220
2015,Males,85 & Over,Bedok- Total,Kaki Bukit,120
2015,Males,85 & Over,Bedok- Total,Kembangan,200
